,text
2084,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.
2085,The service is good and ambience is good for a date or group outing.
2086,Fast service.
2087,"The staff is excellent, specjal: that girl behind the bar, european chic."
2088,"The service was bad, the food took to forever to come, we sat on the upper level."
2089,"Bottom line: B+ for the food, F for the service."
2090,The only thing the waiters don't do for you is wipe your chin when you leave.
2091,The service is fine and they allow you to enjoy the view.
2092,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude."
2093,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.
2094,"The food is outstanding and the service is quick, friendly and very professional."
2095,Service is fast and friendly.
2096,"I went here with a friend on a whim, we went someplace else first and couldn't get a table."
2097,The service is ok but could be better.
2098,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
2099,"Nothing against a good sales call, but the tactics at Amma are just too obvious."
2100,"Took my mom for Mother's Day, and the maitre d' was pretty rude."
2101,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
2102,The service was friendly and the atmosphere was casual.
2103,The service was excellent - friendly and attentive.
2104,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
2105,"Waitstaff is great, very attentive."
2106,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking)."
2107,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.
2108,"Nice ambiance, nice little bar, good bartender, Francois, and good service."
2109,We didn't get drink refills and she didn't even offer us the option of dessert.
2110,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
2111,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse."
2112,"Average to good Thai food, but terrible delivery."
2113,The entire place and the treatment we received felt as a conveyor belt.
2114,And they provided a delicious dessert on the house!
2115,"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited."
2116,"The staff was very attentive, the ambience lovely, and the food superb."
2117,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
2118,"The waiters are sweet, the food is tasty and the bill is never too large."
2119,"The service was superb, they treat you like family."
2120,"It only took about five or so minutes to get an empty table, but standing up wasn't too bad."
2121,We ran a little late for the reservation but it wasn't a problem to get our table immediately.
2122,We arrived on time for our reservation and seated promptly.The
2123,"The well mannered, pleasant staff that Tony has in his employ."
2124,The counter service is bad.
2125,"Service here was great, food was fantastic."
2126,The service is not consistently excellent -- just decent.
2127,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!"
2128,The service is fantastic.
2129,"The service is excellent, the decor is great, and the food is delicious and comes in large portions."
2130,A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.
2131,The place is small and cramped but the food is fantastic.
2132,A little crowded but they move that line really fast!
2133,The entertainment was great they have shows that go on through out the dinner.
2134,"It's true, you feel like your in a scene from Goodfellas."
2135,The ambience is very romantic and definitely a good place to bring a date.
2136,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere."
2137,"Very neighborhoody, very quick and sufficient."
2138,And I could do without the cigar smoke.
2139,The ambience is very calm and quiet.
2140,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
2141,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in."
2142,For those prices and the dressed up atmosphere you expect more and should get more.
2143,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.
2144,Ambiance is barely romantic but management tries.
2145,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens."
